Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/auth/admin/create-mock-user,10,10,164000.0,164206.59207150163,159693.28090699855,168723.7658699887,0.0,0.05926738223457115,0.05926738223457115,165000,166000,167000,168000,169000,169000,169000,169000,169000,169000,169000
,Aggregated,10,10,164000.0,164206.59207150163,159693.28090699855,168723.7658699887,0.0,0.05926738223457115,0.05926738223457115,165000,166000,167000,168000,169000,169000,169000,169000,169000,169000,169000
